stop_name,stop_name_kn
Manipal Centre MG Road,ಮಣಿಪಾಲ್‌ ಸೆಂಟರ್‌  ಎಂ.ಜಿ ರಸ್ತೆ
Manjunatha Kalyana Mantapa,ಮಂಜುನಾಥ ಕಲ್ಯಾಣ ಮಂಟಪ
Manjunatha Nagara,ಮಂಜುನಾಥ ನಗರ
Manjunatha Nagara Layout Cross,ಮಂಜುನಾಥ ನಗರ ಲೇಔಟ್ ಕ್ರಾಸ್
Manjunathanagara Metro Station,ಮಞುನತನಗರ ಮೆಟ್ರೊ ಸ್ಟಟಿೊಂ
Manjushree Garments PSS,ಮಂಜುಶ್ರೀ ಗಾರ್ಮೆಂಟ್ಸ್ ಪೀಣ್ಯ 2 ಹಂತ
Manjushree Hospital,ಮಂಜುಶ್ರೀ ಹಾಸ್ಪಿಟಲ್
Manorayanapalya,ಮನೋರಾಯನಪಾಳ್ಯ
Manpho Layout,ಮ್ಯಾನ್ಫೋ ಲೇಔಟ್
Mantanakurchi,ಮಂಟನಕುರ್ಚಿ
Mantapa Cross,ಮಂಟಪ ಕ್ರಾಸ್
Mantri Alpyne Apartment,ಮಂತ್ರಿ ಆಲ್ ಪೈನ್ ಅಪಾರ್ಟ್ ಮೆಂಟ್
Mantri Green Apartment Sampige Talkies,ಮಂತ್ರಿ ಗ್ರೀನ್ ಅಪಾರ್ಟ್ ಮೆಂಟ್ ಸಂಪಿಗೆ ಚಿತ್ರಮಂದಿರ
Mantri Layout,ಮಂತ್ರಿ ಲೇಔಟ್
Mantri Mall,ಮಂತ್ರಿ ಮಾಲ್
Manuvana,ಮನುವನ
Manyatha Tech Park,ಮಾನ್ಯತಾ ಟೆಕ್‌ ಪಾರ್ಕ್
Maragondanahalli,ಮಾರಗೊಂಡನಹಳ್ಳಿ
Maragondanahalli Cross,ಮರಗೊಂಡನಹಳ್ಳಹಳ್ಳಿ ಕ್ರಾಸ್
Maralakunte,ಮರಳಕುಂಟೆ
Maralakunte Colony,ಮರಳಕುಂಟೆ ಕಾಲೋನಿ
Maralegowdana Doddy,ಮರಳೇಗೌಡನ ದೊಡ್ಡಿ
Maralugondla Cross,ಮರಳುಗೊಂಡ್ಲ ಕ್ರಾಸ್
Maramma Temple,ಮಾರಮ್ಮ ದೇವಸ್ಥಾನ
Maramma Temple Hegganahalli,ಮಾರಮ್ಮ ದೇವಸ್ಥಾನ ಹೆಗ್ಗನಹಳ್ಳಿ
Maranagere,ಮಾರನಗೆರೆ
Maranayakanahalli,ಮಾರನಾಯಕನಹಳ್ಳಿ
Marappa Garden,ಮಾರಪ್ಪ ಗಾರ್ಡನ್
Marasandra,ಮಾರಸಂದ್ರ
Marasandra Circle,ಮಾರಸಂದ್ರ ವೃತ್ತ
Marasandra Gate,ಮಾರಸಂದ್ರ ಗೇಟ್
Marasandra Govt School,ಮಾರಸಂದ್ರ ಸರಕಾರಿ ಶಾಲೆ
Marasur Gate,ಮರಸೂರು ಗೇಟ್
Marasur Madivala,ಮರಸೂರು‌ ಮಡಿವಾಳ
Marathahalli,ಮಾರತ್ತಹಳ್ಳಿ
Marathahalli Bridge,ಮಾರತ್ತಹಳ್ಳಿ ಬ್ರಿಡ್ಜ್
Marathahalli Police Station,ಮಾರತ್ತಹಳ್ಳಿ ಆರಕ್ಷಕ ಠಾಣೆ
MaregowdanaDoddy,ಮರಳೇಗೌಡನ ದೊಡ್ಡಿ
Maregowdanadoodi,ಮರಳೇಗೌಡನ ದೊಡ್ಡಿ
Marenahalli,ಮಾರೇನಹಳ್ಳಿ
Marenahalli Bande,ಮಾರೇನಹಳ್ಳಿ ಬಂಡೆ
Marenahalli Gate,ಮಾರೇನಹಳ್ಳಿ ಗೇಟ್
Marenahalli Petrol Bunk(Ragigudda Metro Station),ಮರೆನಹಲ್ಲಿ ಪೆಟ್ರೊಲ್ ಬುಂಕ್(ರಗಿಗುದ್ದ ಮೆಟ್ರೊ ಸ್ಟಟಿೊಂ)
Marigowdanapalya,ಮರಿಗೌಡನಪಾಳ್ಯ
Marikuppe,ಮಾರಿಕುಪ್ಪೆ
Marikuppe Cross,ಮಾರಿಕುಪ್ಪೆ ಕ್ರಾಸ್
Marison Factory,ಮಾರಿಸನ್‌ ಫ್ಯಾಕ್ಟರಿ
Mariyamma Layout,ಮರಿಯಮ್ಮ ಬಡಾವಣೆ
Mariyannanapalya,ಮರಿಯಣ್ಣನಪಾಳ್ಯ
Mariyappa Circle,ಮರಿಯಪ್ಪ ವೃತ್ತ
Mariyappanapalya,ಮರಿಯಪ್ಪನಪಾಳ್ಯ
Marnami Doddy,ಮಾರ್ನಮಿ ದೊಡ್ಡಿ
Marsuru,ಮರಸೂರು
Marsuru Gate,ಮರ್ಸೂರು ಗೇಟ್
Marsuru Madivala,ಮರಸೂರು ಮಡಿವಾಳ
Maruru,ಮರೂರು
Maruru Handpost,ಮರೂರು‌ ಹ್ಯಾಂಡ್‌ ಪೋಸ್ಟ್
Maruthi Badavane,ಮಾರುತಿ ಬಡಾವಣೆ
Maruthi Badavane Dasarahalli,ಮಾರುತಿ ಬಡಾವಣೆ ದಾಸರಹಳ್ಳಿ
Maruthi Badavane Nelamangala,ಮಾರುತಿ ಬಡಾವಣೆ ನೆಲಮಂಗಲ
Maruthi Circle,ಮಾರುತಿ ವೃತ್ತ
Maruthi Farma,ಮಾರುತಿ ಫರ್ಮಾ
Maruthi Mandira,ಮಾರುತಿ ಮಂದಿರ
Maruthi Markandeyanagara,ಮಾರುತಿ ಮಾರ್ಕಂಡೇಯ ನಗರ
Maruthi Nagara,ಬಂಡೆ ನಲ್ಲಸಂದ್ರ
Maruthi School,ಮಾರುತಿ ಶಾಲೆ
Maruthi Sevanagara,ಮಾರುತಿ ಸೇವಾನಗರ
Maruthi Temple Kamalanagara,ಮಾರುತಿ ದೇವಸ್ಥಾನ ಕಮಲಾನಗರ
Maruthinagara Malleshpalya,ವಿಭೂತಿಪುರ ಸಮುದಾಯ ಭವನ
Mary Immaculate School,ಮೇರಿ ಇಮ್ಯಾಕ್ಯುಲೇಟ್ ಸ್ಕೂಲ್
Masthenahalli,ಮಾಸ್ತೇನಹಳ್ಳಿ
Matadahalli,ಮಠದಹಳ್ಳಿ
Mathikere,ಮತ್ತಿಕೆರೆ
Mathikere Aralimara,ಮತ್ತಿಕೆರೆ ಅರಳಿಮರ
Mathikere Magadi,ಮತ್ತಿಕೆರೆ ಮಾಗಡಿ
Mathikere Post Office,ಮತ್ತಿಕೆರೆ ಪೋಸ್ಟ್ ಆಫೀಸ್
Matkuru,ಮತ್ಕೂರು
Matta Gate,ಮಠ ಗೇಟ್
Matta Village,ಮಠ ಗ್ರಾಮ
Mattabaralu,ಮಠಬರಲು
Mattahalli,ಮತ್ತಹಳ್ಳಿ
Mattahalli Cross,ಮತ್ತಹಳ್ಳಿ ಕ್ರಾಸ್
Mavallipura,ಮಾವಳ್ಳಿಪುರ
Mayaganahalli,ಮಾಯಾಗನಹಳ್ಳಿ
Mayasandra,ಮಾಯಾಸಂದ್ರ
Mayasandra Gate,ಮಾಯಸಂದ್ರ ಗೇಟ್
Mayasandra Kodi,ಮಾಯಸಂದ್ರ  ಗೇಟ್
Mayohall,ಮೆಯೋಹಾಲ್
Mayohall G-2,ಮಯೋಹಾಲ್ ಜಿ-2
Mazara Hosahalli,ಮಜರಾ ಹೊಸಹಳ್ಳಿ
Mazara Hosahalli Cross,ಮಜರಾ ಹೊಸಹಳ್ಳಿ ಕ್ರಾಸ್
Meda Maranahalli,ಮೇಡ ಮಾರನಹಳ್ಳಿ
Meda Maranahalli Cross,ಮೇಡ ಮಾರನಹಳ್ಳಿ ಕ್ರಾಸ್
Medahalli,ಮೇಡಹಳ್ಳಿ
Medahalli Colony,ಮೇಡಹಳ್ಳಿ ಕಾಲೋನಿ
Medahalli Cross,ಮೇಡಹಳ್ಳಿ ಕ್ರಾಸ್
Medanahalli,ಮೇಡನಹಳ್ಳಿ
Medarahalli  Railway Gate,ಮೇದರಹಳ್ಳಿ ರೈಲ್ವೇ ಗೇಟ್
Medarahalli Railway Gate,ಮೇದಾರಹಳ್ಳಿ ರೈಲ್ವೆ ಗೇಟ್
Medi Agrahara,ಮೇಡಿ ಅಗ್ರಹಾರ
Medi Agrahara Cross,ಮೇದಿ ಅಗ್ರಹಾರ ಕ್ರಾಸ್
Medicine Factory,ಮೆಡಿಸಿನ್ ಫ್ಯಾಕ್ಟರಿ
Medur Gate,ಮೇಡೂರು ಗೇಟ್
Meenakshi Layout,ಮೀನಾಕ್ಷಿ ಬಡಾವಣೆ
Meenakshi Temple,ಮೀನಾಕ್ಷಿ ದೇವಸ್ಥಾನ
Meenakunte,ಮೀನಕುಂಟೆ
Meenakunte Hosuru,ಮೀನಕುಂಟೆ ಹೊಸೂರು
Meesagaanahalli,ಮೀಸಗಾನಹಳ್ಳಿ
Meesaganahalli,ಮೀಸಗಾನಹಳ್ಳಿ
Mekhri Circle,ಮೇಖ್ರಿ ಸರ್ಕಲ್
Mellahalli,ಮೆಲ್ಲಹಳ್ಳಿ
Menashiganahalli,ಮೆನಾಶಿಗನಹಳ್ಳಿ
Mestripalya,ಮೇಸ್ತ್ರಿಪಾಳ್ಯ
Metipalya,ಮೇಟಿಪಾಳ್ಯ
Metro,ಮೆಟ್ರೋ
Metro Tech Aprtment,ಮೆಟ್ರೊ ಟೆಕ್ ಆಪ್ರ್ಟ್ಮೆಂಟ್
Metrocorp Nirvana Layout,ಮೆಟ್ರೋಕಾರ್ಪ್‌ ನಿರ್ವಾಣ ಬಡಾವಣೆ
Mid City,ಮಿಡ್ ಸಿಟಿ
Military Accounts Office,ಮಿಲಿಟರಿ ಲೆಕ್ಕಪತ್ರಗಳ ಕಛೇರಿ
Military Bridge,ಮಿಲಿಟರಿ ಸೇತುವೆ
Military Dairy Farm,ಮಿಲಿಟರಿ ಡೈರಿ ಫಾರ್ಮ್
Military Dairy Farm (Esteem Mall),ಮಿಲಿಟರೆ ದೈರೆ ೞರ್ಂ (ೆಸ್ಟೀಂ ಮಲ್ಲ್)
Military Dairy Farm FLY,ಮಿಲಿಟರಿ ಡೈರಿ ಫಾರ್ಮ್ ಫ್ಲೈ
Milk Booth JP Nagara,ಮಿಲ್ಕ್ ಬೂತ್‌ ಜೆಪಿನಗರ
Milk Colony,ಮಿಲ್ಕ್ ಕಾಲೋನಿ
Milk Colony 1,ಮಿಲ್ಕ್ ಕಾಲೋನಿ 1
Milk Colony Malleshwaram,ಮಿಲ್ಕ್ ಕಾಲೋನಿ ಮಲ್ಲೇಶ್ವರ
Milk Dairy Hegganahalli,ಹಾಲಿನ ಡೈರಿ ಹೆಗ್ಗನಹಳ್ಳಿ
Millers Road,ಮಿಲ್ಲರ್ಸ್ ರಸ್ತೆ
Minaznagara,ಮಿನಾಜ್‌ ನಗರ
Mind Tree Global Village,ಮೈಂಡ್‌ ಟ್ರೀ ಗ್ಲೋಬಲ್‌ ವಿಲೇಜ್
Minerva Circle,ಮಿನರ್ವ ವೃತ್ತ
Minerva Mill,ಮಿನರ್ವ ಮಿಲ್
Minnapura,ಮಿನ್ನಾಪುರ
Miranda School,ಮಿರಾಂಡಾ ಸ್ಕೂಲ್
Mittaganahalli,ಮಿಟ್ಟಗಾನಹಳ್ಳಿ
Mittaganahalli 1,ಮಿಟ್ಟಗಾನಹಳ್ಳಿ 1
Mittaganahalli Cross,ಮಿಟ್ಟಗಾನಹಳ್ಳಿ ಕ್ರಾಸ್
Modalakote,ಮೊದಲಕೋಟೆ
Modern Food Goraguntepalya,ಮಾರ್ಡನ್‌ ಫುಡ್ ಗೊರಗುಂಟೆಪಾಳ್ಯ
Modhi Garden Kaval byrasandra,ಮೋದಿ ಗಾರ್ಡನ್ ಕಾವಲ್ ಬೈರಸಂದ್ರ
Modhi Garden Kavalbyrasandra,ಮೋದಿ ಗಾರ್ಡನ್‌ ಕಾವಲ್‌ ಬೈರಸಂದ್ರ
Modi Garden,ಮೋದಿ ಗಾರ್ಡನ್
Modi Hospital,ಮೋದಿ ಆಸ್ಪತ್ರೆ
Mohankumar Nagara,ಮೋಹನಕುಮಾರ ನಗರ
Monotype Corporation,ಮೊನೊಟೈಪ್‌ ಕಾರ್ಪೊರೇಷನ್
Moodalapalya,ಮೂಡಲಪಾಳ್ಯ
Mookambika Nagara Circle,ಮೂಕಾಂಬಿಕ ನಗರ  ವೃತ್ತ
Mosque Road,ಮಸೀದಿ ರಸ್ತೆ
Motaganahalli,ಮೋಟಗಾನಹಳ್ಳಿ
Motaganahalli Bishop Cotton School,ಮೋಟಗನಹಳ್ಳಿ ಬಿಷಪ್ ಕಾಟನ್ ಸ್ಕೂಲ್
Motaganahalli High School,ಮೋಟಗಾನಹಳ್ಳಿ ಪ್ರೌಢಶಾಲೆ
Mother Dairy Cross Yelahanka,ಮದರ್ ಡೈರಿ ಕ್ರಾಸ್ ಯಲಹಂಕ
Mother Dairy Yelahanka,ಮದರ್ ಡೈರಿ ಯಲಹಂಕ
Motherson Automotive Cross,ಮದರ್ಸನ್‌ ಆಟೋಮೋಟಿವ್‌ ಕ್ರಾಸ್
Mount Carmel College,ಮೌಂಟ್‌ ಕಾರ್ಮೆಲ್‌ ಕಾಲೇಜು
Mudalapalya,ಮೂಡಲಪಾಳ್ಯ
Mudalayyana Doddy,ಮುದಲಯ್ಯನ ದೊಡ್ಡಿ
Muddamma Garden,ಮುದ್ದಮ್ಮ ಗಾರ್ಡನ್
Muddanahalli,ಮುದ್ದನಹಳ್ಳಿ
Muddanahalli Gate,ಮುದ್ದನಹಳ್ಳಿ ಗೇಟ್
Muddanayakanahalli,ಮುದ್ದನಾಯಕನಹಳ್ಳಿ
Muddayanapalya,ಮುದ್ದಯ್ಯನ ಪಾಳ್ಯ
Muddayanapalya Junction,ಮುದ್ದಯ್ಯನ ಪಾಳ್ಯ ಜಂಕ್ಷನ್
Muddayyanapalya,ಮುದ್ದಯ್ಯನಪಾಳ್ಯ
Muddinapalya,ಮುದ್ದಯ್ಯನ ಪಾಳ್ಯ
Muddinapalya Junction,ಮುದ್ದಯ್ಯನ ಪಾಳ್ಯ ಜಂಕ್ಷನ್
Mugabala,ಮುಗಬಾಳ
Mugaluru,ಮುಗಳೂರು
Mukkodlu,ಮುಕ್ಕೋಡ್ಲು
Mukthi Naga Temple,ಮುಕ್ತಿ ನಾಗ ದೇವಾಲಯ
Mulakattamma Temple Mallohalli,ಮೂಲಕಟ್ಟಮ್ಮ ಟೆಂಪಲ್ ಮಲ್ಲೋಹಳ್ಳಿ
Mulkattamma Temple Mallohalli,ಮುಲ್ಕಟ್ಟಮ್ಮ ಟೆಂಪಲ್ ಮಲ್ಲೋಹಳ್ಳಿ
Mulluru,ಮುಳ್ಳೂರು
Multiplex Marathahalli,ಮಲ್ಟಿಪ್ಲೆಕ್ಸ್ ಮಾರತ್ತಹಳ್ಳಿ
Mummenahalli,ಮುಮ್ಮೇನಹಳ್ಳಿ
Muncipal Office Vijayapura,ಮುನ್ಸಿಪಲ್ ಆಫೀಸ್ ವಿಜಯಪುರ
Muneshwara Block,ಮುನೇಶ್ವರ ಬ್ಲಾಕ್
Muneshwara Block‌ Cross,ಮುನೆಶ್ವರ ಬ್ಲೊಕ್ಕ್‌ ಕ್ರೊಸ್ಸ್
Muneshwara Devasthana,ಮುನೇಶ್ವರ ದೇವಸ್ಥಾನ
Muneshwara Layout,ಮುನೇಶ್ವರ ಬಡಾವಣೆ
Muneshwara Nagara,ಮುನೇಶ್ವರ ನಗರ
Muneshwara Swamy Temple,ಮುನೇಶ್ವರ ಸ್ವಾಮಿ ಟೆಂಪಲ್
Muneshwara Temple,ಮುನೇಶ್ವರ ದೇವಸ್ಥಾನ
Muni Nagara,ಮುನಿ ನಗರ
Munikondappa Badavane,ಮುನಿಕೊಂಡಪ್ಪ ಬಡಾವಣೆ
Munikondappa Layout Widia Factory,ಮುನಿಕೊಂಡಪ್ಪ ಬಡಾವಣೆ ವಿಡಿಯಾ ಫ್ಯಾಕ್ಟರಿ
Munireddy Palya J C Nagara,ಮುನಿರೆಡ್ಡಿ ಪಾಳ್ಯ ಜೆ ಸಿ ನಗರ
Munish Singh Hospital,ಮುನೀಶ್‌ ಸಿಂಗ್‌ ಆಸ್ಪತ್ರೆ
Muniswamappa Layout,ಮುನಿಸ್ವಾಮಪ್ಪ ಬಡಾವಣೆ
Munnekolalu,ಮುನ್ನೆಕೊಳಾಲು
Munnekolalu Cross,ಮುನ್ನೆಕೊಳಲು ಕ್ರಾಸ್
Munnekolalu Cross (Spice Garden),ಮುಂನೆಕೊಲಲು ಕ್ರೊಸ್ಸ್ (ಸ್ಪಿಕೆ ಗರ್ದೆಂ)
Munnekolalu Junction,ಮುನ್ನೆಕೊಳಾಲು ಜಂಕ್ಷನ್
Muppadaghatta,ಮುಪ್ಪಡಘಟ್ಟ
Murugeshpalya,ಮುರುಗೇಶಪಾಳ್ಯ
Museum,ಮ್ಯೂಸಿಯಂ
Muslim Colony,ಮುಸ್ಲಿಂ ಕಾಲನಿ
Muthanallur Amanikere,ಮುತ್ತಾನಲ್ಲೂರು ಅಮಾನಿಕೆರೆ
Muthanallur Colony,ಮುತ್ತಾನಲ್ಲೂರು ಕಾಲೋನಿ
Muthasandra Gate,ಮುತ್ತಸಂದ್ರ ಗೇಟ್
Muthkur,ಮುತ್ಕೂರು
Muthsandra,ಮುತ್ಸಂದ್ರ
Muthugadahalli,ಮುತ್ತುಗಡಹಳ್ಳಿ
Muthugadahalli Hostel,ಮುತ್ತುಗದಹಳ್ಳಿ ಹಾಸ್ಟೆಲ್
Muthukadahalli,ಮುತ್ತುಗದಹಳ್ಳಿ
Muthurayanagudipalya,ಮುತ್ತುರಾಯನಗುಡಿಪಾಳ್ಯ
Muthurayanapura,ಮುತ್ತುರಾಯಣಪುರ
Muthyala Nagara Cross,ಮುತ್ಯಾಲ ನಗರ ಕ್ರಾಸ್
Muthyalamadu Cross,ಮುತ್ಯಾಲಮಡು ಕ್ರಾಸ್
Muthyalanagara,ಮುತ್ಯಾಲ ನಗರ
Muthyalanagara Cross,ಮುತೆಲನಗರ ಕ್ರೊಸ್ಸ್
Muttanahalli,ಮುತ್ತನಹಳ್ಳಿ
Muttanalluru,ಮುತ್ತಾನಲ್ಲೂರು
Muttanalluru Cross,ಮುತ್ತಾನಲ್ಲೂರು ಕ್ರಾಸ್
Muttanalluru Gate,ಮುತ್ತನಲ್ಲೂರು ಕ್ರಾಸ್
Muttarayanapura,ಮುತ್ತರಾಯನಪುರ
Muttarayanapura Cross,ಮುತ್ತರಾಯನಪುರ ಕ್ರಾಸ್
Mutturayanaswamy Doddy,ಮುತ್ತುರಾಯನಸ್ವಾಮಿ ದೊಡ್ಡಿ
Mutturayanaswamy Temple,ಮುತ್ತುರಾಯನಸ್ವಾಮಿ ದೇವಸ್ಥಾನ
Mutturu,ಮುತ್ತೂರು
Mylanahalli,ಮೈಲನಹಳ್ಳಿ
Mylanahalli Bare,ಮೈಲನಹಳ್ಳಿ ಬಾರೆ
Mylanahalli Gate,ಮೈಲನಹಳ್ಳಿ ಗೇಟ್
Mylappanahalli,ಮೈಲಪ್ಪನಹಳ್ಳಿ
Mylappanahalli Cross,ಮೈಲಪ್ಪನಹಳ್ಳಿ ಕ್ರಾಸ್
Mylapura,ಮೈಲಾಪುರ
Mylapura Gate,ಮೈಲಾಪುರ ಗೇಟ್‌
Mylasandra,ಮೈಲಸಂದ್ರ
Mylasandra Cross,ಮೈಲಸಂದ್ರ ಕ್ರಾಸ್
Mylasandra Road Junction,ಮೈಲಸಂದ್ರ ರಸ್ತೆ ಜಂಕ್ಷನ್
Mysore Bank,ಮೈಸೂರು ಬ್ಯಾಂಕ್
Mysore Circle,ಮೈಸೂರು‌ ವೃತ್ತ
Mysore Lamp,ಮಲ್ಲೇಶ್ವರ 18ನೇ ಅಡ್ಡರಸ್ತೆ
Mysore Road Bus Station,ಮೈಸೂರು ರಸ್ತೆ ಬಸ್‌ ನಿಲ್ದಾಣ
Mysore Road Metro Station,ಮೈಸೂರು ರಸ್ತೆ ಮೆಟ್ರೋ ನಿಲ್ದಾಣ
Mysore Road TollGate,ಮೈಸೂರು‌ ರಸ್ತೆ ಟೋಲ್ ಗೇಟ್
N Hosahalli,ಎನ್ ಹೊಸಹಳ್ಳಿ
N R I  Layout,ಎನ್ ಆರ್ ಐ ಬಡಾವಣೆ
N S Palya,ಎನ್ ಎಸ್ ಪಲ್ಯ
N S Palya Cross,ಎನ್ ಎಸ್ ಪಲ್ಯ ಕ್ರಾಸ್
NAL Junction of SKID,ಎನ್‌ಎಎಲ್‌ ಜಂಕ್ಷನ್‌ ಆಫ್‌ಎಸ್‌ಕೆಐಡಿ
NAL Manipal Hospital,ಎನ್ ಎ ಎಲ್ ಮಣಿಪಾಲ್‌ ಆಸ್ಪತ್ರೆ
NAL/Manipal Hospital,ಎನ್ ಎ ಎಲ್/ ಮಣಿಪಾಲ್‌ ಆಸ್ಪತ್ರೆ
NARASAPURA,ನರಸಾಪುರ
NCBS College,ಎನ್ಸಿಬಿಎಸ್ ಕಾಲೇಜ್
NELAMANGALA,ನೆಲಮಂಗಲ
NES Office,ಎನ್‌ ಇ ಎಸ್‌ ಕಛೇರಿ
NGEF,ಎನ್‌ ಜಿ ಇ ಎಫ್
NGEF Layout Nagarabhavi,ಎನ್‌ ಜಿ ಇ ಎಫ್‌ ಬಡಾವಣೆ  ನಾಗರಭಾವಿ
NGV Koramangala,ಎನ್‌ ಜಿ ವಿ ಕೋರಮಂಗಲ
NICE Bridge,ನೈಸ್‌ ಬ್ರಿಡ್ಜ್
NICE Office,ನೈಸ್‌‌ ಕಚೇರಿ
NICE Road,ನೈಸ್‌ ರಸ್ತೆ
NICE Road 11th Stone,ನೈಸ್‌ ರಸ್ತೆ 11 ನೇ ಮೈಲಿಗಲ್ಲು
NICE Road 12th Stone,ನೈಸ್‌ ರಸ್ತೆ 12 ನೇ ಮೈಲಿಗಲ್ಲು
NICE Road 13th Stone,ನೈಸ್‌ ರಸ್ತೆ 13 ನೇ ಮೈಲಿಗಲ್ಲು
NICE Road 14th Stone,ನೈಸ್‌ ರಸ್ತೆ 14 ನೇ ಮೈಲಿಗಲ್ಲು
NICE Road 15th Stone,ನೈಸ್‌ ರಸ್ತೆ 15 ನೇ ಮೈಲಿಗಲ್ಲು
NICE Road 16th Stone,ನೈಸ್‌ ರಸ್ತೆ 16 ನೇ ಮೈಲಿಗಲ್ಲು
NICE Road 17th Stone,ನೈಸ್‌ ರಸ್ತೆ 17 ನೇ ಮೈಲಿಗಲ್ಲು
NICE Road 1St Stone,ನೈಸ್‌ ರಸ್ತೆ 1ನೇ ಮೈಲಿಗಲ್ಲು
NICE Road 1st Stone,ನೈಸ್‌ ರಸ್ತೆ 1ನೇ ಮೈಲಿಗಲ್ಲು
NICE Road 2nd Stone,ನೈಸ್‌ ರಸ್ತೆ 2ನೇ ಮೈಲಿಗಲ್ಲು
NICE Road 3rd Stone,ನೈಸ್‌ ರಸ್ತೆ  3ನೇ ಮೈಲಿಗಲ್ಲು
NICE Road 4th Stone,ನೈಸ್‌ ರಸ್ತೆ 4ನೇ ಮೈಲಿಗಲ್ಲು
NICE Road 5th Stone,ನೈಸ್‌ ರಸ್ತೆ 5ನೇ ಮೈಲಿಗಲ್ಲು
NICE Road 6th Stone,ನೈಸ್‌ ರಸ್ತೆ 6ನೇ ಮೈಲಿಗಲ್ಲು
NICE Road 7th Stone,ನೈಸ್‌ ರಸ್ತೆ 7ನೇ ಮೈಲಿಗಲ್ಲು
NICE Road 8th Stone,ನೈಸ್‌ ರಸ್ತೆ 8ನೇ ಮೈಲಿಗಲ್ಲು
NICE Road 9th Stone,ನೈಸ್‌ ರಸ್ತೆ 9ನೇ ಮೈಲಿಗಲ್ಲು
NICE Road Bannerughatta Road Junction,ನೈಸ್‌ ರಸ್ತೆ ಬನ್ನೇರುಘಟ್ಟ ರಸ್ತೆ ಜಂಕ್ಷನ್
NICE Road Junction,ನೈಸ್ ರೋಡ್ ಜಂಕ್ಷನ್
NICE Road Kanakapura Road,ನೈಸ್‌ ರಸ್ತೆ ಕನಕಪುರ ರಸ್ತೆ
NICE Road Kanakapura Road Junction,ನೈಸ್‌ ರಸ್ತೆ ಕನಕಪುರ ರಸ್ತೆ ಜಂಕ್ಷನ್
NICE Road Kengeri Road Junction,ನೈಸ್‌ ರಸ್ತೆ ಕೆಂಗೇರಿ ರಸ್ತೆ ಜಂಕ್ಷನ್
NICE Road Madavara,ನಿಕೆ ರೊದ್ ಮದವರ
NICE Road Magadi Road Junction,ನೈಸ್ ರಸ್ತೆ ಮಾಗಡಿ ರಸ್ತೆ ಜಂಕ್ಷನ್
NICE Road Mysore Road Junction,ನೈಸ್‌ ರಸ್ತೆ ಮೈಸೂರು ರಸ್ತೆ ಜಂಕ್ಷನ್
NICE Road Tumkur Road Junction,ನೈಸ್ ರಸ್ತೆ ತುಮಕೂರು ರಸ್ತೆ ಜಂಕ್ಷನ್
NICE Road Veerabhadranagara,ನೈಸ್‌ ರಸ್ತೆ ನೀರಭದ್ರ ನಗರ
NICE Toll Electronic City,ನೈಸ್ ಟೋಲ್ ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಸಿಟಿ
NICE Toll Magadi Road,ನೈಸ್ ಟೋಲ್ ಮಾಗಡಿ ರಸ್ತೆ
NIFT College,ಎನ್‌ ಐ ಎಫ್‌ ಟಿ ಕಾಲೇಜು
NITTE Meenakshi College,ನಿಟ್ಟೆ ಮೀನಾಕ್ಷಿ ಕಾಲೇಜ್
NR Colony,ಎನ್‌ ಆರ್‌ ಕಾಲೋನಿ
NRI Layout,ಎನ್‌ ಆರ್‌ ಐ  ಬಡಾವಣೆ
NS Palya,ಎನ್‌ ಎಸ್‌ ಪಾಳ್ಯ
NTTF Peenya,ಎನ್‌ಟಿಟಿಎಫ್‌ ಪೀಣ್ಯ
Nachiyar Cafe RRN,ನಾಚಿಯಾರ್ ಕೇಫ್ ರನ್
Naduvatti,ನಡುವತ್ತಿ
Naduvatti Colony,ನಡುವತ್ತಿ ಕಾಲೋನಿ
Nagadasanahalli,ನಾಗದಾಸನಹಳ್ಳಿ
Nagadenahalli,ನಾಗದೇನಹಳ್ಳಿ
Nagadevanahalli,ನಗದೆವನಹಲ್ಲಿ
Nagalakshmi Kalyana Mantapa,ನಾಗಲಕ್ಷ್ಮಿ ಕಲ್ಯಾಣ ಮಂಟಪ
Nagaland Circle,ನಾಗಲಂಡ್ ಸರ್ಕಲ್
Nagamangala,ನಾಗಮಂಗಲ
Naganayakanahalli,ನಾಗನಾಯಕನಹಳ್ಳಿ
Naganayakanahalli 1,ನಾಗನಾಯಕನಹಳ್ಳಿ 1
Naganayakanakote,ನಾಗನಾಯಕನಕೋಟೆ
Naganayakanakote Cross,ನಾಗನಾಯಕನಕೋಟೆ ಕ್ರಾಸ್
Nagapura,ನಾಗಪುರ
Nagarabhavi,ನಾಗರಭಾವಿ
Nagarabhavi 1st Stage Durga Parameshwari Temple,ನಾಗರಭಾವಿ 1ನೇ ಹಂತ ದುರ್ಗಾ ಪರಮೇಶ್ವರಿ ದೇವಸ್ಥಾನ
Nagarabhavi Circle,ನಾಗರಭಾವಿ ವೃತ್ತ
Nagarabhavi Village,ನಾಗರಭಾವಿ  ವಿಲೇಜ್
Nagarabhavi Vishweshwaraiah Sports Club,ನಾಗರಭಾವಿ ವಿಶ್ವೇಶ್ವರಯ್ಯ ಸ್ಪೋರ್ಟ್ಸ್  ಕ್ಲಬ್
Nagaraesh Nagenahalli Dinne,ನಗರೇಶ್‌ ನಾಗೇನಹಳ್ಳಿ ದಿಣ್ಣೆ
Nagarahole Nagara,ನಾಗರಹೊಳೆ ನಗರ
